euctsp_size=15_sample=0.tsp,0,21.0440602657,32.0407386888,46.3484364462,20.7338335743,18.2341116194,29.8028475612,39.2090156485,15.43937428,25.1459565553,15.4478712842,9.87671847387,29.8416964976,41.3722695705,30.3504276553
euctsp_size=15_sample=1.tsp,0,45.1702153258,42.1172641994,33.4223298378,16.474342823,11.9776798479,18.6451967801,18.0305507165,27.3552414714,38.8215317902,8.27959971311,22.1880065549,12.12938175,8.32828617473,16.0175781604
euctsp_size=15_sample=2.tsp,0,7.67352444233,77.6344884009,11.2490472353,14.5553286835,16.6122731405,5.39388743647,32.4273621771,15.3741613878,29.7141471994,32.7252405628,17.212926343,11.0551197234,34.9362445722,42.8386418609
euctsp_size=15_sample=3.tsp,0,22.1564925422,18.5318748536,20.3343569064,27.057691164,3.18098535899,26.7032337012,22.7629331667,20.1583910297,14.2145205984,32.7896929862,30.3367230879,32.0091876412,17.9175604911,22.9432151913
euctsp_size=15_sample=4.tsp,0,36.7570510978,34.4669821351,29.8337190658,27.5447369285,9.9131742852,19.7840944754,39.1291511474,57.8909959646,6.27888152123,30.2725284674,15.9274088966,7.75109345709,10.4525053039,17.5111555598
euctsp_size=15_sample=5.tsp,0,12.7049403683,20.5848733834,15.4835916466,37.7398817682,14.3754469948,34.3717269273,10.6529480739,3.76900754824,18.6246295826,19.8556544279,12.6135288835,21.52355269,16.2489055588,17.4067740596
euctsp_size=15_sample=6.tsp,0,35.1929268704,44.1083743807,8.57580521943,19.2604628492,32.7736146519,19.7073724431,51.6106743456,25.0307033695,21.3183028046,15.011855158,13.0360180279,20.916565619,34.8820294264,31.5097729159
euctsp_size=15_sample=7.tsp,0,7.13822872325,6.73599126514,26.2540366046,16.2322185529,13.4970584029,38.9507533387,22.4046406425,39.141378417,32.6199652342,36.3683391993,33.4329258907,17.5271559991,57.1817080136,16.2560025441
euctsp_size=15_sample=8.tsp,0,44.7743919093,30.5455474352,33.8231784169,17.5744343428,4.29205225763,6.06699669947,13.8378171312,37.1913544268,11.0297101487,32.0984096207,27.0317800475,18.5319043882,20.1630422811,27.3494782036
euctsp_size=15_sample=9.tsp,0,21.8446409971,77.7934467767,18.6143372192,15.5743799204,21.6591071571,29.1852629524,12.6322065434,17.6021878893,22.1080030235,15.2193239135,30.6680600139,13.8780396841,16.4895163748,38.8778329709
euctsp_size=15_sample=10.tsp,0,12.1137533089,11.7255144101,14.3213782314,12.5204656599,25.4480497613,13.3771111238,13.6158382231,28.5927284427,27.3855645057,15.7500520102,23.2288104776,22.8363210458,59.7653018331,18.928561444
euctsp_size=15_sample=11.tsp,0,36.1659871823,18.6415839877,21.3323257332,16.8832236133,9.93093991229,8.96046103225,21.617272921,31.6634263778,17.9945773363,31.9402876675,41.3463610212,10.657435583,17.797251503,40.504347908
euctsp_size=15_sample=12.tsp,0,24.44683198,15.0313503638,42.8467411293,12.7155417764,29.105258156,37.8070608199,9.06708745526,28.037119804,28.2344575897,21.7611346732,22.7351252308,18.1525944672,24.8131090118,29.4427117074
euctsp_size=15_sample=13.tsp,0,43.1404120508,15.3136946401,50.7622231121,11.9565813138,26.2371002668,27.9227903955,22.7631130899,49.5901915342,26.2873641038,17.8437993976,43.8769081499,8.70913877443,4.34511309352,4.50797608568
euctsp_size=15_sample=14.tsp,0,11.6420352917,42.3310169613,36.7467901759,32.1478759633,26.2843612254,10.0400417994,32.0887488185,18.6730069967,30.8659816714,11.8373795794,15.8405374187,16.4745913725,19.0937077269,17.9618834366
euctsp_size=15_sample=15.tsp,0,23.6221926407,32.941544334,7.49370505205,16.8783831132,13.812631448,71.2221926279,8.1223459819,48.7494375364,15.4613368103,27.6303081391,16.7780851414,9.38023868067,23.3591155149,37.7610097027
euctsp_size=15_sample=16.tsp,0,29.5873136968,23.7333820397,24.2737117123,16.0552546124,32.499045339,27.9514635623,7.1903967151,33.7910587332,12.3850722167,20.3511456416,20.6456401798,24.1549526885,52.3804477416,9.91156196792
euctsp_size=15_sample=17.tsp,0,15.0842264902,17.349202707,22.6716878233,36.9571047508,42.0801437104,36.3350867362,10.2724084675,13.791566306,30.0111558372,12.5579250483,63.4772537639,14.6644475031,27.965677276,13.8870056371
euctsp_size=15_sample=18.tsp,0,19.3627970712,12.8546024054,3.0282012626,17.5576677362,13.4512892702,48.8027051481,16.5925890494,19.2276207892,22.2474424268,28.5539867978,24.1041799198,33.4395258529,37.4259808222,29.169309109
euctsp_size=15_sample=19.tsp,0,11.2729069757,32.5802384051,14.3857266091,18.1694369768,26.5620203808,33.5129909406,12.7866250647,28.7728368868,47.685302845,1.75128126656,16.9471499877,18.1433870659,23.954883798,22.2692564829
euctsp_size=15_sample=20.tsp,0,28.6822047225,14.8551930831,16.2557317986,35.5939438043,24.9994786847,14.2993476591,22.4979885104,18.3323168051,39.4222602045,26.1752886976,47.6365888575,28.6521244863,15.8315090773,15.2779441617
euctsp_size=15_sample=21.tsp,0,26.9877657918,11.2950765402,18.4208982491,18.7136700315,7.72272944985,9.73271411625,15.2140005461,37.508770009,26.5854046151,16.3712464197,28.936202255,5.83865719532,63.6884364715,9.3293462824
euctsp_size=15_sample=22.tsp,0,29.1520428225,16.4689786208,8.25170761784,30.344888619,39.4747634791,24.5168645378,68.6747386638,30.7592843588,46.2981415436,19.1525409192,7.63166904112,20.9793937418,17.8961319858,25.4858047602
euctsp_size=15_sample=23.tsp,0,32.3614385443,17.8603878214,18.6936508588,40.9171495762,20.8565775022,6.3534708699,18.9981950194,17.891730698,17.7388827953,41.3860355168,29.8867019898,32.1816949951,16.6961765565,17.9831294933
euctsp_size=15_sample=24.tsp,0,29.3031478376,15.5153133204,30.7831706367,28.1269505271,16.7889841673,19.1108497124,32.5186041659,6.22800655131,29.408146463,4.75291164067,25.6463727602,7.23103971949,10.5508750829,22.056658243
euctsp_size=15_sample=25.tsp,0,7.3696782187,40.823765177,51.7661223424,26.1218401924,32.6611574888,9.70316445132,8.37958674308,13.1485400334,13.708229582,24.9802347009,67.5263051643,28.4778610221,8.44610589887,46.5091022528
euctsp_size=15_sample=26.tsp,0,4.13424784284,27.420772441,60.8572022597,10.7658882466,12.374123502,7.86394171235,12.7950247977,37.8813261544,14.1721079209,0.417794536141,41.4099332378,14.8987487119,48.5167518071,17.4615672012
euctsp_size=15_sample=27.tsp,0,8.74703972142,6.2349574189,2.91779574971,23.936772243,50.7618115157,23.0183344456,32.5603202086,24.3720932721,36.8532050482,7.68809189899,34.9479720761,14.5918266449,20.2897890594,30.592980442
euctsp_size=15_sample=28.tsp,0,7.579441374,17.9244493627,4.12386647027,46.2999212448,15.7185933088,22.4779454865,25.8689487504,53.6379271849,9.02788341787,29.9470275962,12.9145739829,32.3357801242,21.1571801686,42.3726667393
euctsp_size=15_sample=29.tsp,0,10.3391121625,25.1360506964,32.3997436509,52.5357356201,23.0303690648,10.0000721883,40.5601000981,8.94342137638,11.0146023957,26.8651254164,24.7717360372,16.2238577443,62.579713119,35.9270690827
euctsp_size=15_sample=30.tsp,0,19.2699122591,33.7905639042,17.1866079171,33.375146297,9.95098444105,41.4936663988,9.41462100783,56.3887229634,9.16735279161,20.7867817681,30.214791292,12.4574551917,37.2026117829,5.32338823374
euctsp_size=15_sample=31.tsp,0,3.26685244252,19.5775999819,19.7855767266,16.6573754438,48.6858452966,17.2353734181,54.9806435874,7.57200470937,19.4425580974,10.0368556869,35.7381546871,11.3336673896,36.7582300851,30.7299175577
euctsp_size=15_sample=32.tsp,0,46.3935718142,48.7239272344,52.070402443,63.3745056976,11.3667880624,19.7195294078,2.31609134675,9.28693700448,24.0716846782,28.4492677929,20.1397781017,14.9199893329,26.1175407984,18.207897089
euctsp_size=15_sample=33.tsp,0,20.5288132158,47.1669031709,45.0673055224,15.2561786847,21.9567758443,26.9861901364,41.4718858148,8.0484919037,14.0138676037,5.22356435706,30.9447076293,30.7609096649,35.1890830811,2.0189847377
euctsp_size=15_sample=34.tsp,0,10.0772806541,14.9522089912,2.59882131902,27.2741242177,38.5518229579,41.4201069984,22.6665906703,40.7446352863,6.1714929216,42.5097557492,25.9213641269,19.8729431604,18.4259369213,27.6357698571
euctsp_size=15_sample=35.tsp,0,17.6045225201,15.4461640944,13.8733479971,41.8553771667,17.1841094163,22.2648948659,11.356310268,27.8958474043,20.0607359678,30.6932352829,17.6439877766,41.414453142,33.5399809347,28.9245962043
euctsp_size=15_sample=36.tsp,0,11.7566650894,17.8582055959,51.7270722557,26.0253011539,20.8203800601,25.3817102893,17.8898253903,48.2148022405,17.3467249242,52.4668462407,3.28172280286,12.1905346145,21.6349620864,17.6699785086
euctsp_size=15_sample=37.tsp,0,30.980958481,16.310115536,14.9571822535,10.163896107,9.72217240782,39.4436221404,20.3675631963,15.3409416066,35.4996891943,28.1257353598,24.3582238901,14.1041630444,21.3563210907,28.3516613432
euctsp_size=15_sample=38.tsp,0,17.072904692,13.4451138412,30.6088524331,27.1375651957,24.832102831,10.2764858887,23.881951279,10.604749574,19.7790027434,18.2676149508,35.0282933892,47.9658176255,11.498088795,31.1687223928
