euctsp_size=17_sample=0.tsp,0,18.3953090129,29.335431863,46.0977307738,18.7885383917,17.6814757197,27.4621696992,27.7926216615,12.9651640387,19.8108110117,12.5282582708,9.8414924463,25.9804902592,39.9360498299,29.8595590141,14.8569176903,45.4370954365
euctsp_size=17_sample=1.tsp,0,5.63905048734,5.33096485008,12.9565229104,15.0567522917,16.3644283167,28.7790705919,16.7458517195,38.4328332007,34.496369184,8.54280936138,23.5659024007,56.3542040225,14.1716207769,20.6440825307,62.2912606022,4.95331746092
euctsp_size=17_sample=2.tsp,0,10.6268143462,8.70265469465,22.0285858314,18.2908719832,34.3369307927,31.6018683617,20.0123649906,12.7657810339,11.9437293287,12.4559155456,19.0171774576,15.7077986094,13.2762080705,8.24707533336,18.4359249946,17.6962307841
euctsp_size=17_sample=3.tsp,0,17.2394621981,19.6238653361,9.18129141607,49.3942776393,36.9347067503,38.2732177775,4.15476385988,35.655798017,20.4921829883,19.658902515,37.6210201727,2.99726956736,16.1892956268,22.4083430067,21.7811225842,5.677818891
euctsp_size=17_sample=4.tsp,0,15.550922284,9.71220175841,36.8795397057,19.7609182768,14.9724701227,18.5264668214,8.52708608461,18.1634953179,17.8725125619,14.9063844996,44.5447019917,19.9713194628,33.6862132353,17.1115245178,11.8725802339,27.5568020036
euctsp_size=17_sample=5.tsp,0,6.10623121556,8.53633883584,3.61492629611,37.8313619167,32.1007903449,46.816768091,54.6725344289,2.85150441421,9.36894736419,22.157424718,19.9982044682,51.1045835602,23.6393019385,19.6318665006,20.1236722677,11.6952955457
euctsp_size=17_sample=6.tsp,0,25.3478448636,10.0663679989,30.438657948,33.1464839321,23.5053717494,24.9653039357,12.8302968119,17.8320171854,53.3252912916,13.5126484962,7.96268158797,5.54716103912,21.0001149067,17.7616541643,14.1073187342,53.6134029492
euctsp_size=17_sample=7.tsp,0,10.4849724236,53.2292000065,33.0918038417,33.0390734121,16.7680470387,12.8195708048,6.0397689561,19.8343215735,26.4280537718,12.7717431059,21.3359240285,16.1550724025,24.5146430585,12.2348992145,17.9178282999,9.54119270577
euctsp_size=17_sample=8.tsp,0,47.6602428765,24.7125289235,15.8642220823,20.6816167182,10.9124721782,18.293528556,13.3092801065,24.1384264513,21.7340763417,35.7707386014,18.2300823865,21.7320671949,33.3910934436,22.7137253505,3.59246125754,7.167677435
euctsp_size=17_sample=9.tsp,0,10.9248503944,21.7562170272,26.567246018,14.1373443495,7.50470430699,15.4019008983,11.7638520414,11.7135587339,39.0887448364,43.1323432499,19.7912478385,14.1899884471,16.040105886,20.0097992419,26.4043169556,15.2009637139
euctsp_size=17_sample=10.tsp,0,3.64560659365,17.5712330103,29.3913092692,16.9756633435,27.4282403091,31.1918428416,12.959860355,14.8929092772,24.3057735468,19.6347836011,29.8066598543,14.6828537884,37.7570841042,18.0179049859,15.8195478047,53.4493277493
euctsp_size=17_sample=11.tsp,0,18.0651206574,28.4644963724,18.9641174836,21.904631982,16.1852995407,22.6415836852,29.4625990464,14.0989297087,59.3397341114,19.5072893671,34.2791849984,18.4776852022,33.6449978812,16.7625541988,9.14954443657,18.7222715258
euctsp_size=17_sample=12.tsp,0,31.312722725,54.34520517,16.239007767,12.4293015588,12.373725005,18.1133604736,7.93878042429,51.5066374098,21.905541625,20.8582120585,16.4925846452,19.2753546613,27.7003894486,15.7747657815,32.1899954197,7.54079616712
euctsp_size=17_sample=13.tsp,0,26.9928770216,11.918093587,7.65828976099,7.33658031936,30.1542912352,29.6406878311,7.95438596817,13.9528487444,10.5893198038,50.6201433772,8.02188593304,60.296974366,16.9362531754,51.0646769317,19.8773807866,10.0640951301
euctsp_size=17_sample=14.tsp,0,34.9300118847,27.0254517515,1.74234306124,31.1917183725,3.49543003528,23.1174371007,11.5646428916,29.2211149821,19.5798831455,26.268118815,28.6974170239,38.5204362271,16.5890200933,12.4886631035,30.1880890026,21.4795785072
euctsp_size=17_sample=15.tsp,0,15.0858700851,14.5437153405,21.650414421,20.5989090417,41.5891269462,36.7916750106,10.1392306061,13.6510734382,29.0894782292,11.9956144099,63.6794318653,15.1091279116,27.8179708977,13.5449696143,9.90397005247,33.9435288259
euctsp_size=17_sample=16.tsp,0,14.2013936508,19.5330062708,11.5738469943,26.2040129541,17.1644579471,42.5174653744,24.3910168303,31.2899986863,28.6131142085,29.181663202,39.4680424923,13.6450059382,20.0224122909,11.1965153703,30.6183024304,5.87115262538
euctsp_size=17_sample=17.tsp,0,9.01908390619,21.4725688964,10.3160244526,19.9331890024,48.5259723375,21.5624790319,19.7207834071,21.6930873737,7.14937222811,15.0511566223,15.5419936443,32.0299134971,4.95304847545,15.2701668437,32.3235401143,34.3150846818
euctsp_size=17_sample=18.tsp,0,23.2759055091,31.4629034861,39.1774165856,14.5229999403,36.4374326528,30.9764291386,13.6807625393,13.0528818941,17.9777275777,22.1746037663,22.5435499432,15.7550075421,9.39422061704,13.562297822,16.8509632965,13.1978698946
euctsp_size=17_sample=19.tsp,0,12.4628594844,22.1198616019,24.9194449045,25.7042766362,14.9501853627,17.5311751495,12.7924869682,29.9214271915,7.34312050324,21.7518724628,22.4777375128,28.1377618684,23.3500130903,56.6314331474,21.6764225067,33.7341506695
euctsp_size=17_sample=20.tsp,0,48.3388923688,7.74304590766,11.515446967,49.6588083467,37.7116452826,60.1726523717,10.2969032919,10.6117732573,19.0430640696,23.1678711077,32.2047657072,7.40338799222,11.2297282238,10.7014566011,23.9579695729,27.3813916018
euctsp_size=17_sample=21.tsp,0,22.7619445168,27.8912856359,4.81804500308,34.4996575004,15.3371897953,31.3930474318,30.2167936666,14.4124504063,22.3453756525,33.4866249343,11.7779248329,31.4518985702,9.01915801762,28.6649974322,9.72613059132,17.1976127698
euctsp_size=17_sample=22.tsp,0,21.9278699578,15.9710443639,38.0520080148,45.1542619419,29.3503211569,34.7146022792,3.5733670009,4.21353983478,3.07539069648,7.77313574913,23.126831382,63.058805798,24.2945902313,3.31446091071,40.2453912815,22.9734502694
