euctsp_size=18_sample=0.tsp,0,18.1987511476,29.3973465563,32.9211211678,18.5324912872,18.242309865,27.8857383635,27.6488835927,12.8900867666,19.7095273601,12.448183672,6.82670684674,25.7074984303,39.6442982747,25.291253534,14.7710393894,45.3307898244,21.7444809165
euctsp_size=18_sample=1.tsp,0,3.64479013482,10.8930673781,12.2968916308,13.7528884965,27.2963760091,28.9660067642,34.894163755,30.8398430627,6.52198841166,19.4698069869,55.2403998617,12.3267539559,15.3366082901,58.9238062605,3.99785316462,18.3592897327,17.6193409849
euctsp_size=18_sample=2.tsp,0,14.3845322809,12.2954114308,27.9602143393,19.3994036242,12.5102203342,6.44672289131,14.1235525683,15.7122478897,13.7831948559,18.9372755094,16.8431818199,12.8679809815,22.0310001471,11.80457687,16.1563764785,15.6174700331,19.1795744177
euctsp_size=18_sample=3.tsp,0,27.311643333,26.7964779078,33.9219413657,10.5203951904,29.8191750334,13.6646933222,17.5917868461,28.3438465435,13.4935736066,20.3701811768,14.8709523604,23.7052782075,23.2463042022,43.7790239722,12.9931520053,23.5453269475,5.16333395078
euctsp_size=18_sample=4.tsp,0,9.62193544787,13.9010914253,22.4626682967,13.7500648045,25.5235043975,11.7019738127,49.7168922053,4.13100129477,33.1756795764,12.2341671962,14.3225646609,7.85067697079,7.80253801739,3.9893307762,8.95793481874,3.26955478381,23.5885912596
euctsp_size=18_sample=5.tsp,0,34.1862024121,38.3951325293,8.10772706711,18.6740392594,30.7911095793,18.2651302586,40.30449423,18.7699252442,20.0793408762,10.9963716213,12.7653556226,20.1534808884,33.991641874,31.4069538825,18.7049835346,18.5327066742,15.0469760174
euctsp_size=18_sample=6.tsp,0,5.35174559882,17.4874910361,50.1776945989,14.5944343546,27.7757173073,21.7632742434,23.2031889398,20.5021280272,16.0520329923,28.3125010694,11.8961071693,12.7575123212,53.4889419558,39.0774157983,42.6641204991,21.4943953926,14.1907072538
euctsp_size=18_sample=7.tsp,0,13.1123783675,33.2856090586,6.38389322231,26.3798965945,22.4240678142,23.2006692606,22.0783817099,21.7378431128,6.79857417416,15.5502342428,60.5839572882,55.9475311906,14.9796671705,12.6834023139,22.6005848706,12.8246864348,30.9449704107
euctsp_size=18_sample=8.tsp,0,17.6050495938,37.2237709588,2.17830216945,21.6427265588,38.190963862,40.239360623,15.6380583387,10.2316974886,8.78388947724,15.63863032,34.3792483349,34.7511719096,22.7998901345,10.6183135794,9.73936354358,19.438894282,12.2936653541
euctsp_size=18_sample=9.tsp,0,49.3419343421,16.2619081841,15.8280916348,31.9581472097,4.97860057652,28.3842194676,21.8748685649,13.7131465309,14.7850918338,25.9842695357,5.53702843315,22.528686537,7.58856469497,34.0914891448,10.5356749852,4.3082225033,42.5129705475
euctsp_size=18_sample=10.tsp,0,24.8707533241,17.0426755004,42.9813028554,12.5343357207,27.8650934696,31.5401214977,12.9670523563,15.2674803663,21.7095631701,19.2945831791,21.294881974,17.6372620597,24.0027779272,26.3319216558,13.8246767087,47.6429238795,16.8279518226
euctsp_size=18_sample=11.tsp,0,19.0043867856,19.2358383438,7.2831577651,13.6807597992,16.0975373306,12.9658906342,40.4432251017,57.0520789702,21.5040770641,17.4132819156,17.46188555,26.1324014289,11.50951542,10.1592207963,25.6733344234,22.414346457,19.905704902
euctsp_size=18_sample=12.tsp,0,22.8325471374,21.5675520209,22.8562316541,16.8569725547,6.60483337568,20.8430903199,14.7980750697,9.33205014178,11.5473496168,36.0034316846,33.1532665313,9.35427178292,16.4028151683,8.07532749121,44.8381112593,12.0873701072,65.9627764456
euctsp_size=18_sample=13.tsp,0,24.8851472221,8.98962923356,15.9793348736,19.1760553122,34.9488756022,25.7344196006,13.2867822348,24.0910415059,12.7401642754,16.4826145247,17.9082284882,19.9126127116,18.0082544294,15.8899572164,25.5861743071,34.1210045161,7.45575284748
euctsp_size=18_sample=14.tsp,0,23.6390540627,28.9982568428,18.8473236347,11.8428173612,20.8474845424,26.1042452186,26.2412765288,40.0169406784,28.498587992,12.6647415643,10.9976387579,30.8873091234,14.5053337763,38.0898329429,1.40330385358,22.9914283852,12.1696251854
euctsp_size=18_sample=15.tsp,0,20.0115146541,14.5502969494,4.96246701863,16.2191339851,12.9302306035,32.6381916248,15.9151886103,19.8890330544,22.3705468888,28.7909004259,22.7871572663,33.3675238583,35.4342173938,28.0692043971,18.8278936325,3.01844308449,36.4243905016
euctsp_size=18_sample=16.tsp,0,9.77032093925,19.864967285,19.8023568324,10.8856738886,19.0661464251,44.2254675777,17.4757149928,17.4145112868,18.8635715318,16.4404457573,14.2914383593,13.2739038825,31.7450023991,7.639436011,14.6728507295,31.753932843,33.4407287322
euctsp_size=18_sample=17.tsp,0,22.3203185892,31.3975234998,38.329059855,12.7926799838,31.9579751082,30.7914535536,13.0938749593,12.4412273029,17.7391409686,21.454773174,22.167657234,15.011273118,13.4804530574,13.428462542,16.7231298717,13.0929806485,18.2269320858
euctsp_size=18_sample=18.tsp,0,19.5805809463,22.5887986754,13.7438709341,19.9391750499,13.8318439289,20.2166522364,33.8666188261,1.91367612513,24.6657955053,23.7363286881,26.2665326574,26.994769902,52.4780246681,19.6110945404,24.7011462713,15.616790054,23.6869019462
euctsp_size=18_sample=19.tsp,0,14.0385090904,50.2129364994,32.5111831332,53.5820613186,8.7370496201,12.9886475166,26.4378453562,15.0068701391,27.7424097127,3.45650977867,8.36005761933,10.6105361859,41.800488894,20.0425449344,30.8716190494,10.6050780439,23.1622212583
euctsp_size=18_sample=20.tsp,0,27.1101012267,14.0583699268,22.0623401356,22.0687930335,15.9051181584,16.6770864248,24.0419285805,5.58000429397,22.9958566177,5.03850750623,15.2197771467,5.9638013327,8.31302500017,18.3403972771,23.5990964175,24.1867044242,22.5503078673
euctsp_size=18_sample=21.tsp,0,42.2022597358,42.1872945963,10.7039166966,14.2444350934,22.8100935326,7.90115236384,24.9376530347,59.3137719127,20.8776024763,12.8219996005,5.96868741597,25.64458983,23.2481419607,15.8746948739,10.0041308905,20.5859810508,18.4056941233
euctsp_size=18_sample=22.tsp,0,16.8404119959,29.1228392398,13.6942133224,21.7043675923,39.9273287009,12.4058514288,20.7865729897,13.6528992435,7.18814688656,5.22764940297,11.4084610694,5.39778102676,25.183897708,35.4887602078,15.4228076054,49.8154601184,19.3655809793
euctsp_size=18_sample=23.tsp,0,14.3984241104,23.8707748316,19.2198227501,13.3705428216,18.6693292988,16.3014277219,16.837448441,22.6344817716,15.9984524542,50.559327611,9.2766491418,33.4807046461,5.69131366223,29.1370329788,13.7723224219,4.04918177075,13.7390037749
euctsp_size=18_sample=24.tsp,0,20.7800220048,29.4993653689,8.71676899018,12.3313569859,23.5029733438,25.3520558168,44.7368940071,21.4089182012,13.6517992531,33.1006431092,8.61295611033,13.5653853901,14.3089458175,6.10126259511,16.5968563683,51.7486530805,38.4851011901
euctsp_size=18_sample=25.tsp,0,19.9273077915,31.9029445058,13.3504044459,26.8249396124,9.07195288464,40.3804919769,9.28280908077,41.0016742048,8.48290456152,17.3054590894,24.1687861732,10.8874226249,29.0911969827,4.98685785633,32.641523642,23.7419706681,13.6166868611
euctsp_size=18_sample=26.tsp,0,17.787400907,40.629758437,3.95421275882,27.750004603,10.9081177742,18.9298072665,14.2359292192,30.837332123,6.64732037228,22.0093548803,6.65135640392,48.8320865243,31.8354695589,33.4365654959,18.4912215208,34.6695892829,19.2352083884
euctsp_size=18_sample=27.tsp,0,29.0608641246,28.212172816,9.60875266948,23.261460428,6.83473212209,25.9698536646,8.50297362658,15.0637550297,9.55710902124,25.592128868,64.211101797,49.5366966511,8.67231969917,14.1479584051,59.413537362,17.6022530823,17.7005298767
euctsp_size=18_sample=28.tsp,0,6.07290308946,21.6948903915,21.7947325098,39.3258494166,6.82616850324,32.227053059,19.6939433349,20.5114711657,32.2015380999,20.9027450035,9.39634676497,11.8991163647,6.31925626467,32.4738605439,22.2932180338,48.2731033811,18.5374284708
euctsp_size=18_sample=29.tsp,0,20.9932272713,32.7137008224,16.6930404169,1.15324951745,18.1172327514,8.5768068195,36.4433369616,15.7140290209,22.0077658745,21.2693277756,22.4393509918,6.70788272463,38.327426014,1.18441673153,30.8655358813,26.1557813623,36.6700156673
euctsp_size=18_sample=30.tsp,0,9.59174952705,16.0593405401,48.9645619055,19.7722200156,18.820366898,22.9142955572,16.3562936459,44.9672416127,14.8837000557,54.4548026363,3.19653020112,13.6750187889,16.2674695969,16.1789145395,15.7740432096,64.9251677781,10.8259192943
euctsp_size=18_sample=31.tsp,0,14.5840108514,14.5051187424,44.24133461,12.5793357029,17.3202729131,15.9810664444,19.4351369159,24.4876198511,14.9096655525,31.8854157226,32.1724553259,15.736954923,19.4125344707,18.4007907796,26.4379943346,24.019371024,21.7136390713
euctsp_size=18_sample=32.tsp,0,12.6016921947,7.46502662412,20.0195357993,9.693785178,24.5109617768,22.583206672,14.3721122701,25.6759579447,10.2678040122,21.6976084959,11.8212267017,28.4437559314,50.1092339899,9.64387198115,3.63915351115,26.9348802707,42.5205901421
euctsp_size=18_sample=33.tsp,0,33.4595375896,9.90814247934,27.3544881589,13.9959430453,20.756882431,22.4361638713,14.0929321717,21.3246216462,26.4539346253,39.6903006431,30.7453267926,24.2367273067,32.1273438236,13.9230859867,8.32266301032,18.0418413149,9.27140534409
euctsp_size=18_sample=34.tsp,0,25.5031261248,27.2389210235,53.8405215745,18.8179492307,4.9269613852,12.0440019363,30.0636836355,19.5182624874,8.71480969532,4.00301534348,48.6811940483,17.6619107366,9.83116175132,17.9508811235,22.9786235168,11.2121036588,15.6489235937
euctsp_size=18_sample=35.tsp,0,10.1048165541,12.2205468659,17.8503690169,26.3393742367,8.23700440955,40.5863870816,22.3128917576,26.3575700788,14.5936083256,21.7104433741,16.7637010226,25.2574587247,17.8641556513,22.5619162562,32.7217128379,23.0514138507,22.5916851814
