euctsp_size=13_sample=0.tsp,0,23.7129247601,32.6238882868,66.6081667496,19.3948456744,12.4430054544,27.8631472713,41.0054590035,16.631860481,26.0211796402,16.7927424634,10.3843049379,35.0854114582
euctsp_size=13_sample=1.tsp,0,19.4736806427,17.9173408093,62.1925491501,38.683122762,32.6712131678,18.6034517248,15.8489416451,25.1186602682,10.3087339663,16.0815041054,30.3612745202,25.2331438066
euctsp_size=13_sample=2.tsp,0,17.0147495829,24.045630792,48.8180682997,10.8996061425,13.5713392296,73.344855745,29.6720068451,5.1900409052,15.4346387851,11.2282289948,35.4769656466,32.4736073748
euctsp_size=13_sample=3.tsp,0,31.6458185509,12.9296114922,9.03771595632,27.0044113219,25.7693818047,6.45636826181,28.5611196809,24.9921948155,25.297537913,32.7588657999,2.70763994535,29.4713210228
euctsp_size=13_sample=4.tsp,0,7.39833428105,6.84218895215,55.4573030228,42.4018771241,27.5110383606,19.0105548455,27.6699470436,17.8639041004,7.45721321991,41.567693337,24.305626924,31.1107591046
euctsp_size=13_sample=5.tsp,0,16.6978080415,68.6818164946,51.1928584237,4.80708509784,18.7185049409,41.0551177835,14.8070096327,5.35256114195,12.0791701952,20.9865024223,19.6535450174,29.1635061901
euctsp_size=13_sample=6.tsp,0,62.2911269365,7.85781074276,27.2951813006,19.3717234331,19.2274111335,14.9339186428,15.4499245979,15.7804441472,15.6355173585,12.8227055354,24.025896478,54.7667326137
euctsp_size=13_sample=7.tsp,0,75.3016757233,30.8627944734,11.5934653875,21.3754145276,21.5218428712,52.4807872261,27.3487490729,5.53327127406,32.1806156388,24.3678857921,5.71033029599,4.44128701722
euctsp_size=13_sample=8.tsp,0,35.9282536194,40.8314919575,27.8804405246,21.0279775226,11.5525925212,33.9247631181,53.0563003088,10.0036625503,22.9429550402,14.1923971102,11.6133590118,8.43017030936
euctsp_size=13_sample=9.tsp,0,19.2430781099,19.0498330343,3.64041166006,48.5098326022,31.9706500647,38.488053542,19.8498656036,7.20847145494,6.00889767895,14.4535157124,84.8120580319,16.484350866
euctsp_size=13_sample=10.tsp,0,5.16627154418,37.2011438431,16.3121151817,4.85453886925,22.938098089,29.4973475006,65.1792729024,71.8600530786,23.6788776151,11.5100932574,41.6161652963,15.0608318759
euctsp_size=13_sample=11.tsp,0,13.9072417038,20.4449733949,39.293134376,10.0185729076,27.3680242294,48.5985585987,47.4295351158,13.9103697656,9.1896955715,6.76504540005,16.2845834628,33.3382165487
