15 0 0 0 0 0 0
15 21.0015 24.6685 5.83399 6.8714 2.10788 80.1991
15 31.9731 56.3806 7.04151 24.8671 17.5985 69.2378
15 45.2262 52.9772 1.47534 32.4704 29.0592 55.5462
15 21.3449 32.7507 0.0289314 11.6173 9.31582 71.4335
15 22.412 69.1791 0.344774 30.6616 28.4525 33.161
15 31.474 50.4101 3.85119 48.0165 28.3139 40.0776
15 34.4205 43.0413 2.77646 15.8131 11.0535 95.7731
15 17.1583 35.9746 0.14134 5.6209 3.68725 59.2847
15 22.5326 33.7501 3.72745 14.2453 3.31038 82.6823
15 16.9355 23.6837 14.3239 3.0169 0.0723067 62.9474
15 18.3573 36.6366 11.3844 17.8213 8.34678 12.387
15 24.5879 26.7345 4.2098 10.7777 6.93907 89.8318
15 36.3666 47.5395 6.95521 39.9465 35.7991 86.081
15 31.0969 37.2299 0.925252 12.8736 10.5213 56.68
15 0 0 0 0 0 0
15 42.9133 49.6145 1.42931 35.0256 30.3302 34.4138
15 37.1169 36.6544 8.04275 7.6668 5.62394 87.7935
15 29.8392 28.685 0.00572538 20.1613 3.98775 77.9216
15 15.9117 16.1442 0.527149 18.7485 0.268584 57.7278
15 14.0869 29.0375 2.78858 8.8965 6.71103 38.2379
15 19.5662 21.5542 3.26881 15.417 12.5173 43.3655
15 18.5712 36.2303 2.65265 17.2703 11.4573 47.5231
15 25.2199 27.6741 1.60454 12.5813 9.77403 59.0087
15 31.9534 47.6514 1.13772 38.8032 9.2976 84.1938
15 15.2776 18.2514 0.0766283 8.2332 5.00976 7.91332
15 21.2419 24.6281 0.00977265 19.4538 2.75828 50.1939
15 13.3123 27.8785 1.91469 5.3717 0.0342534 46.2536
15 13.9669 17.0381 3.57125 31.6752 2.03018 22.4337
15 19.9798 26.6033 0.579219 15.7602 0.0200676 24.6225
15 0 0 0 0 0 0
15 13.679 18.4002 1.72884 3.1181 2.46274 40.6986
15 13.2233 18.7644 2.96494 1.135 0.393674 45.6254
15 15.2587 18.2446 2.42319 0.8382 9.96395e-07 50.3055
15 15.1651 18.1612 12.9517 13.9582 13.3653 33.1632
15 25.9996 37.0055 0.0756936 20.0298 19.5474 43.6486
15 15.9032 25.0841 0.0205017 20.8498 6.1186 23.9452
15 14.9912 33.9962 3.35371 7.8181 6.05008 38.0464
15 26.7382 27.3506 0.157675 18.6009 16.9565 59.1995
15 23.0312 26.0389 3.99077e-07 2.2576 0.188988 71.402
15 18.7024 33.2526 6.1974 17.0925 15.4607 37.8963
15 19.5425 24.0658 0.986379 6.9801 0.0511874 66.8901
15 27.5525 39.0705 5.35311 35.048 22.2779 19.8426
15 49.3529 55.5057 7.82917 40.8786 32.3371 87.8045
15 20.4697 22.3547 5.86767 8.7247 7.40269 41.7227
15 0 0 0 0 0 0
15 18.5677 47.0223 0.000549139 6.1301 5.15064 48.8897
15 41.8698 45.0172 2.85767 18.6314 17.6807 81.9856
15 10.8861 13.6709 3.5128 3.0719 0.0027327 13.8571
15 34.427 40.2074 0.0858242 1.5038 0.000791741 87.5316
15 15.6605 17.5652 0.0359414 8.3336 4.78278 13.3187
15 40.0509 48.2939 1.02333 13.8007 3.84944 104.052
15 14.1142 23.347 0.0400927 35.349 0.0176651 29.8647
15 34.4138 46.3004 6.86383 2.6071 1.01664 89.1742
15 53.364 70.9918 0.764805 45.3114 34.5472 108.475
15 26.9177 56.5408 0.201987 21.4085 13.1735 76.341
15 18.5574 25.8843 0.000157303 4.8684 0.180901 48.4137
15 46.8216 62.6391 0.0035097 31.1829 19.3601 72.4276
15 16.4906 22.1263 0.000542932 28.2661 0.00276394 16.8573
15 20.4499 22.699 0.950242 20.0296 0.431972 55.7249
15 0 0 0 0 0 0
15 17.5064 33.2275 4.73297 23.8281 17.1807 33.9122
15 24.1418 23.3812 0.0557213 7.2364 0.0389035 59.7684
15 27.0954 21.8796 0.00653941 23.1243 9.79806 55.8967
15 18.6995 18.8839 0.837543 10.6425 0.655989 46.8517
15 23.7179 21.5556 2.88115 7.2139 2.84828 52.1031
15 16.4947 16.6723 5.05204 9.4288 0.0222389 41.0949
15 19.8158 20.2655 7.82249 4.3149 0.265242 51.7352
15 8.75744 7.29572 0.0114397 3.9939 2.30846 5.61011
15 16.1124 13.0398 0.0779952 21.8194 5.12658 19.7265
15 13.3802 10.3846 0.192895 7.6406 6.38114 7.70334
15 7.86014 6.85349 1.17626 1.0496 0.0958949 2.77473
15 28.4147 26.595 1.87639 26.7717 16.0957 29.7398
15 39.9993 42.2523 0.678808 35.0951 26.6024 73.4914
15 16.8659 16.5752 0.0281982 8.2425 0.189495 30.8525
15 0 0 0 0 0 0
15 20.4136 24.5646 0.168337 12.0325 10.9795 56.6709
15 40.1524 39.9526 0.296466 29.91 28.6824 75.941
